Mod:Item:MetaData, Localized Name
metallurgy:quicksilver_ingot, Quicksilver Ingot
metallurgy:quicksilver_dust, Quicksilver Dust
metallurgy:quicksilver_nugget, Quicksilver Nugget
metallurgy:quicksilver_axe, Quicksilver Axe
metallurgy:quicksilver_hoe, Quicksilver Hoe
metallurgy:quicksilver_pickaxe, Quicksilver Pickaxe
metallurgy:quicksilver_shovel, Quicksilver Shovel
metallurgy:quicksilver_sword, Quicksilver Sword
metallurgy:quicksilver_helmet, Quicksilver Helmet
metallurgy:quicksilver_chestplate, Quicksilver Chestplate
metallurgy:quicksilver_leggings, Quicksilver Leggings
metallurgy:quicksilver_boots, Quicksilver Boots
metallurgy:brass_block, Brass Block
metallurgy:brass_engraved_block, Brass Engraved Block
metallurgy:brass_large_bricks, Brass Large Bricks
metallurgy:brass_bricks, Brass Bricks
metallurgy:brass_crystals, Brass Crystals
metallurgy:brass_hazard_block, Brass Hazard Block
metallurgy:brass_reinforced_glass, Brass Reinforced Glass
metallurgy:brass_ingot, Brass Ingot
metallurgy:brass_dust, Brass Dust
metallurgy:brass_nugget, Brass Nugget
metallurgy:brass_axe, Brass Axe
metallurgy:brass_hoe, Brass Hoe
metallurgy:brass_pickaxe, Brass Pickaxe
metallurgy:brass_shovel, Brass Shovel
metallurgy:brass_sword, Brass Sword
metallurgy:brass_helmet, Brass Helmet
metallurgy:brass_chestplate, Brass Chestplate
metallurgy:brass_leggings, Brass Leggings
metallurgy:brass_boots, Brass Boots
metallurgy:astral_silver_ore, Astral Silver Ore
metallurgy:astral_silver_block, Astral Silver Block
metallurgy:astral_silver_engraved_block, Astral Silver Engraved Block
metallurgy:astral_silver_large_bricks, Astral Silver Large Bricks
metallurgy:astral_silver_bricks, Astral Silver Bricks
metallurgy:astral_silver_crystals, Astral Silver Crystals
metallurgy:astral_silver_hazard_block, Astral Silver Hazard Block
metallurgy:astral_silver_reinforced_glass, Astral Silver Reinforced Glass
metallurgy:astral_silver_ingot, Astral Silver Ingot
metallurgy:astral_silver_dust, Astral Silver Dust
metallurgy:astral_silver_nugget, Astral Silver Nugget
metallurgy:astral_silver_axe, Astral Silver Axe
metallurgy:astral_silver_hoe, Astral Silver Hoe
metallurgy:astral_silver_pickaxe, Astral Silver Pickaxe
metallurgy:astral_silver_shovel, Astral Silver Shovel
metallurgy:astral_silver_sword, Astral Silver Sword
metallurgy:astral_silver_helmet, Astral Silver Helmet
metallurgy:astral_silver_chestplate, Astral Silver Chestplate
metallurgy:astral_silver_leggings, Astral Silver Leggings
metallurgy:astral_silver_boots, Astral Silver Boots
metallurgy:hepatizon_block, Hepatizon Block
metallurgy:hepatizon_engraved_block, Hepatizon Engraved Block
metallurgy:hepatizon_large_bricks, Hepatizon Large Bricks
metallurgy:hepatizon_bricks, Hepatizon Bricks
metallurgy:hepatizon_crystals, Hepatizon Crystals
metallurgy:hepatizon_hazard_block, Hepatizon Hazard Block
metallurgy:hepatizon_reinforced_glass, Hepatizon Reinforced Glass
metallurgy:hepatizon_ingot, Hepatizon Ingot
metallurgy:hepatizon_dust, Hepatizon Dust
metallurgy:hepatizon_nugget, Hepatizon Nugget
metallurgy:hepatizon_axe, Hepatizon Axe
metallurgy:hepatizon_hoe, Hepatizon Hoe
metallurgy:hepatizon_pickaxe, Hepatizon Pickaxe
metallurgy:hepatizon_shovel, Hepatizon Shovel
metallurgy:hepatizon_sword, Hepatizon Sword
metallurgy:hepatizon_helmet, Hepatizon Helmet
metallurgy:hepatizon_chestplate, Hepatizon Chestplate
metallurgy:hepatizon_leggings, Hepatizon Leggings
metallurgy:hepatizon_boots, Hepatizon Boots
metallurgy:bronze_block, Bronze Block
metallurgy:bronze_engraved_block, Bronze Engraved Block
metallurgy:bronze_large_bricks, Bronze Large Bricks
metallurgy:bronze_bricks, Bronze Bricks
metallurgy:bronze_crystals, Bronze Crystals
metallurgy:bronze_hazard_block, Bronze Hazard Block
metallurgy:bronze_reinforced_glass, Bronze Reinforced Glass
metallurgy:bronze_ingot, Bronze Ingot
metallurgy:bronze_dust, Bronze Dust
metallurgy:bronze_nugget, Bronze Nugget
metallurgy:bronze_axe, Bronze Axe
metallurgy:bronze_hoe, Bronze Hoe
metallurgy:bronze_pickaxe, Bronze Pickaxe
metallurgy:bronze_shovel, Bronze Shovel
metallurgy:bronze_sword, Bronze Sword
metallurgy:bronze_helmet, Bronze Helmet
metallurgy:bronze_chestplate, Bronze Chestplate
metallurgy:bronze_leggings, Bronze Leggings
metallurgy:bronze_boots, Bronze Boots
metallurgy:lemurite_ore, Lemurite Ore
metallurgy:lemurite_block, Lemurite Block
metallurgy:lemurite_engraved_block, Lemurite Engraved Block
metallurgy:lemurite_large_bricks, Lemurite Large Bricks
metallurgy:lemurite_bricks, Lemurite Bricks
metallurgy:lemurite_crystals, Lemurite Crystals
metallurgy:lemurite_hazard_block, Lemurite Hazard Block
metallurgy:lemurite_reinforced_glass, Lemurite Reinforced Glass
metallurgy:lemurite_ingot, Lemurite Ingot
metallurgy:lemurite_dust, Lemurite Dust
metallurgy:lemurite_nugget, Lemurite Nugget
metallurgy:sanguinite_ore, Sanguinite Ore
metallurgy:sanguinite_block, Sanguinite Block
metallurgy:sanguinite_engraved_block, Sanguinite Engraved Block
metallurgy:sanguinite_large_bricks, Sanguinite Large Bricks
metallurgy:sanguinite_bricks, Sanguinite Bricks
metallurgy:sanguinite_crystals, Sanguinite Crystals
metallurgy:sanguinite_hazard_block, Sanguinite Hazard Block
metallurgy:sanguinite_reinforced_glass, Sanguinite Reinforced Glass
metallurgy:sanguinite_ingot, Sanguinite Ingot
metallurgy:sanguinite_dust, Sanguinite Dust
metallurgy:sanguinite_nugget, Sanguinite Nugget
metallurgy:sanguinite_axe, Sanguinite Axe
metallurgy:sanguinite_hoe, Sanguinite Hoe
metallurgy:sanguinite_pickaxe, Sanguinite Pickaxe
metallurgy:sanguinite_shovel, Sanguinite Shovel
metallurgy:sanguinite_sword, Sanguinite Sword
metallurgy:sanguinite_helmet, Sanguinite Helmet
metallurgy:sanguinite_chestplate, Sanguinite Chestplate
metallurgy:sanguinite_leggings, Sanguinite Leggings
metallurgy:sanguinite_boots, Sanguinite Boots
metallurgy:eximite_ore, Eximite Ore
metallurgy:eximite_block, Eximite Block
metallurgy:eximite_engraved_block, Eximite Engraved Block
metallurgy:eximite_large_bricks, Eximite Large Bricks
metallurgy:eximite_bricks, Eximite Bricks
metallurgy:eximite_crystals, Eximite Crystals
metallurgy:eximite_hazard_block, Eximite Hazard Block
metallurgy:eximite_reinforced_glass, Eximite Reinforced Glass
metallurgy:eximite_ingot, Eximite Ingot
metallurgy:eximite_dust, Eximite Dust
metallurgy:eximite_nugget, Eximite Nugget
metallurgy:eximite_axe, Eximite Axe
metallurgy:eximite_hoe, Eximite Hoe
metallurgy:eximite_pickaxe, Eximite Pickaxe
metallurgy:eximite_shovel, Eximite Shovel
metallurgy:eximite_sword, Eximite Sword
metallurgy:eximite_helmet, Eximite Helmet
metallurgy:eximite_chestplate, Eximite Chestplate
metallurgy:eximite_leggings, Eximite Leggings
metallurgy:eximite_boots, Eximite Boots
metallurgy:silver_ore, Silver Ore
metallurgy:silver_block, Silver Block
metallurgy:silver_engraved_block, Silver Engraved Block
metallurgy:silver_large_bricks, Silver Large Bricks
metallurgy:silver_bricks, Silver Bricks
metallurgy:silver_crystals, Silver Crystals
metallurgy:silver_hazard_block, Silver Hazard Block
metallurgy:silver_reinforced_glass, Silver Reinforced Glass
metallurgy:silver_ingot, Silver Ingot
metallurgy:silver_dust, Silver Dust
metallurgy:silver_nugget, Silver Nugget
metallurgy:silver_axe, Silver Axe
metallurgy:silver_hoe, Silver Hoe
metallurgy:silver_pickaxe, Silver Pickaxe
metallurgy:silver_shovel, Silver Shovel
metallurgy:silver_sword, Silver Sword
metallurgy:silver_helmet, Silver Helmet
metallurgy:silver_chestplate, Silver Chestplate
metallurgy:silver_leggings, Silver Leggings
metallurgy:silver_boots, Silver Boots
metallurgy:desichalkos_block, Desichalkos Block
metallurgy:desichalkos_engraved_block, Desichalkos Engraved Block
metallurgy:desichalkos_large_bricks, Desichalkos Large Bricks
metallurgy:desichalkos_bricks, Desichalkos Bricks
metallurgy:desichalkos_crystals, Desichalkos Crystals
metallurgy:desichalkos_hazard_block, Desichalkos Hazard Block
metallurgy:desichalkos_reinforced_glass, Desichalkos Reinforced Glass
metallurgy:desichalkos_ingot, Desichalkos Ingot
metallurgy:desichalkos_dust, Desichalkos Dust
metallurgy:desichalkos_nugget, Desichalkos Nugget
metallurgy:desichalkos_axe, Desichalkos Axe
metallurgy:desichalkos_hoe, Desichalkos Hoe
metallurgy:desichalkos_pickaxe, Desichalkos Pickaxe
metallurgy:desichalkos_shovel, Desichalkos Shovel
metallurgy:desichalkos_sword, Desichalkos Sword
metallurgy:desichalkos_helmet, Desichalkos Helmet
metallurgy:desichalkos_chestplate, Desichalkos Chestplate
metallurgy:desichalkos_leggings, Desichalkos Leggings
metallurgy:desichalkos_boots, Desichalkos Boots
metallurgy:celenegil_block, Celenegil Block
metallurgy:celenegil_engraved_block, Celenegil Engraved Block
metallurgy:celenegil_large_bricks, Celenegil Large Bricks
metallurgy:celenegil_bricks, Celenegil Bricks
metallurgy:celenegil_crystals, Celenegil Crystals
metallurgy:celenegil_hazard_block, Celenegil Hazard Block
metallurgy:celenegil_reinforced_glass, Celenegil Reinforced Glass
metallurgy:celenegil_ingot, Celenegil Ingot
metallurgy:celenegil_dust, Celenegil Dust
metallurgy:celenegil_nugget, Celenegil Nugget
metallurgy:celenegil_axe, Celenegil Axe
metallurgy:celenegil_hoe, Celenegil Hoe
metallurgy:celenegil_pickaxe, Celenegil Pickaxe
metallurgy:celenegil_shovel, Celenegil Shovel
metallurgy:celenegil_sword, Celenegil Sword
metallurgy:celenegil_helmet, Celenegil Helmet
metallurgy:celenegil_chestplate, Celenegil Chestplate
metallurgy:celenegil_leggings, Celenegil Leggings
metallurgy:celenegil_boots, Celenegil Boots
metallurgy:steel_block, Steel Block
metallurgy:steel_engraved_block, Steel Engraved Block
metallurgy:steel_large_bricks, Steel Large Bricks
metallurgy:steel_bricks, Steel Bricks
metallurgy:steel_crystals, Steel Crystals
metallurgy:steel_hazard_block, Steel Hazard Block
metallurgy:steel_reinforced_glass, Steel Reinforced Glass
metallurgy:steel_ingot, Steel Ingot
metallurgy:steel_dust, Steel Dust
metallurgy:steel_nugget, Steel Nugget
metallurgy:steel_axe, Steel Axe
metallurgy:steel_hoe, Steel Hoe
metallurgy:steel_pickaxe, Steel Pickaxe
metallurgy:steel_shovel, Steel Shovel
metallurgy:steel_sword, Steel Sword
metallurgy:steel_helmet, Steel Helmet
metallurgy:steel_chestplate, Steel Chestplate
metallurgy:steel_leggings, Steel Leggings
metallurgy:steel_boots, Steel Boots
metallurgy:shadow_iron_ore, Shadow Iron Ore
metallurgy:shadow_iron_block, Shadow Iron Block
metallurgy:shadow_iron_engraved_block, Shadow Iron Engraved Block
metallurgy:shadow_iron_large_bricks, Shadow Iron Large Bricks
metallurgy:shadow_iron_bricks, Shadow Iron Bricks
metallurgy:shadow_iron_crystals, Shadow Iron Crystals
metallurgy:shadow_iron_hazard_block, Shadow Iron Hazard Block
metallurgy:shadow_iron_reinforced_glass, Shadow Iron Reinforced Glass
metallurgy:shadow_iron_ingot, Shadow Iron Ingot
metallurgy:shadow_iron_dust, Shadow Iron Dust
metallurgy:shadow_iron_nugget, Shadow Iron Nugget
metallurgy:shadow_iron_axe, Shadow Iron Axe
metallurgy:shadow_iron_hoe, Shadow Iron Hoe
metallurgy:shadow_iron_pickaxe, Shadow Iron Pickaxe
metallurgy:shadow_iron_shovel, Shadow Iron Shovel
metallurgy:shadow_iron_sword, Shadow Iron Sword
metallurgy:shadow_iron_helmet, Shadow Iron Helmet
metallurgy:shadow_iron_chestplate, Shadow Iron Chestplate
metallurgy:shadow_iron_leggings, Shadow Iron Leggings
metallurgy:shadow_iron_boots, Shadow Iron Boots
metallurgy:mithril_ore, Mithril Ore
metallurgy:mithril_block, Mithril Block
metallurgy:mithril_engraved_block, Mithril Engraved Block
metallurgy:mithril_large_bricks, Mithril Large Bricks
metallurgy:mithril_bricks, Mithril Bricks
metallurgy:mithril_crystals, Mithril Crystals
metallurgy:mithril_hazard_block, Mithril Hazard Block
metallurgy:mithril_reinforced_glass, Mithril Reinforced Glass
metallurgy:mithril_ingot, Mithril Ingot
metallurgy:mithril_dust, Mithril Dust
metallurgy:mithril_nugget, Mithril Nugget
metallurgy:mithril_axe, Mithril Axe
metallurgy:mithril_hoe, Mithril Hoe
metallurgy:mithril_pickaxe, Mithril Pickaxe
metallurgy:mithril_shovel, Mithril Shovel
metallurgy:mithril_sword, Mithril Sword
metallurgy:mithril_helmet, Mithril Helmet
metallurgy:mithril_chestplate, Mithril Chestplate
metallurgy:mithril_leggings, Mithril Leggings
metallurgy:mithril_boots, Mithril Boots
metallurgy:carmot_ore, Carmot Ore
metallurgy:carmot_block, Carmot Block
metallurgy:carmot_engraved_block, Carmot Engraved Block
metallurgy:carmot_large_bricks, Carmot Large Bricks
metallurgy:carmot_bricks, Carmot Bricks
metallurgy:carmot_crystals, Carmot Crystals
metallurgy:carmot_hazard_block, Carmot Hazard Block
metallurgy:carmot_reinforced_glass, Carmot Reinforced Glass
metallurgy:carmot_ingot, Carmot Ingot
metallurgy:carmot_dust, Carmot Dust
metallurgy:carmot_nugget, Carmot Nugget
metallurgy:carmot_axe, Carmot Axe
metallurgy:carmot_hoe, Carmot Hoe
metallurgy:carmot_pickaxe, Carmot Pickaxe
metallurgy:carmot_shovel, Carmot Shovel
metallurgy:carmot_sword, Carmot Sword
metallurgy:carmot_helmet, Carmot Helmet
metallurgy:carmot_chestplate, Carmot Chestplate
metallurgy:carmot_leggings, Carmot Leggings
metallurgy:carmot_boots, Carmot Boots
metallurgy:ceruclase_ore, Ceruclase Ore
metallurgy:ceruclase_block, Ceruclase Block
metallurgy:ceruclase_engraved_block, Ceruclase Engraved Block
metallurgy:ceruclase_large_bricks, Ceruclase Large Bricks
metallurgy:ceruclase_bricks, Ceruclase Bricks
metallurgy:ceruclase_crystals, Ceruclase Crystals
metallurgy:ceruclase_hazard_block, Ceruclase Hazard Block
metallurgy:ceruclase_reinforced_glass, Ceruclase Reinforced Glass
metallurgy:ceruclase_ingot, Ceruclase Ingot
metallurgy:ceruclase_dust, Ceruclase Dust
metallurgy:ceruclase_nugget, Ceruclase Nugget
metallurgy:ceruclase_axe, Ceruclase Axe
metallurgy:ceruclase_hoe, Ceruclase Hoe
metallurgy:ceruclase_pickaxe, Ceruclase Pickaxe
metallurgy:ceruclase_shovel, Ceruclase Shovel
metallurgy:ceruclase_sword, Ceruclase Sword
metallurgy:ceruclase_helmet, Ceruclase Helmet
metallurgy:ceruclase_chestplate, Ceruclase Chestplate
metallurgy:ceruclase_leggings, Ceruclase Leggings
metallurgy:ceruclase_boots, Ceruclase Boots
metallurgy:deep_iron_ore, Deep Iron Ore
metallurgy:deep_iron_block, Deep Iron Block
metallurgy:deep_iron_engraved_block, Deep Iron Engraved Block
metallurgy:deep_iron_large_bricks, Deep Iron Large Bricks
metallurgy:deep_iron_bricks, Deep Iron Bricks
metallurgy:deep_iron_crystals, Deep Iron Crystals
metallurgy:deep_iron_hazard_block, Deep Iron Hazard Block
metallurgy:deep_iron_reinforced_glass, Deep Iron Reinforced Glass
metallurgy:deep_iron_ingot, Deep Iron Ingot
metallurgy:deep_iron_dust, Deep Iron Dust
metallurgy:deep_iron_nugget, Deep Iron Nugget
metallurgy:deep_iron_axe, Deep Iron Axe
metallurgy:deep_iron_hoe, Deep Iron Hoe
metallurgy:deep_iron_pickaxe, Deep Iron Pickaxe
metallurgy:deep_iron_shovel, Deep Iron Shovel
metallurgy:deep_iron_sword, Deep Iron Sword
metallurgy:deep_iron_helmet, Deep Iron Helmet
metallurgy:deep_iron_chestplate, Deep Iron Chestplate
metallurgy:deep_iron_leggings, Deep Iron Leggings
metallurgy:deep_iron_boots, Deep Iron Boots
metallurgy:angmallen_block, Angmallen Block
metallurgy:angmallen_engraved_block, Angmallen Engraved Block
metallurgy:angmallen_large_bricks, Angmallen Large Bricks
metallurgy:angmallen_bricks, Angmallen Bricks
metallurgy:angmallen_crystals, Angmallen Crystals
metallurgy:angmallen_hazard_block, Angmallen Hazard Block
metallurgy:angmallen_reinforced_glass, Angmallen Reinforced Glass
metallurgy:angmallen_ingot, Angmallen Ingot
metallurgy:angmallen_dust, Angmallen Dust
metallurgy:angmallen_nugget, Angmallen Nugget
metallurgy:angmallen_axe, Angmallen Axe
metallurgy:angmallen_hoe, Angmallen Hoe
metallurgy:angmallen_pickaxe, Angmallen Pickaxe
metallurgy:angmallen_shovel, Angmallen Shovel
metallurgy:angmallen_sword, Angmallen Sword
metallurgy:angmallen_helmet, Angmallen Helmet
metallurgy:angmallen_chestplate, Angmallen Chestplate
metallurgy:angmallen_leggings, Angmallen Leggings
metallurgy:angmallen_boots, Angmallen Boots
metallurgy:kalendrite_ore, Kalendrite Ore
metallurgy:kalendrite_block, Kalendrite Block
metallurgy:kalendrite_engraved_block, Kalendrite Engraved Block
metallurgy:kalendrite_large_bricks, Kalendrite Large Bricks
metallurgy:kalendrite_bricks, Kalendrite Bricks
metallurgy:kalendrite_crystals, Kalendrite Crystals
metallurgy:kalendrite_hazard_block, Kalendrite Hazard Block
metallurgy:kalendrite_reinforced_glass, Kalendrite Reinforced Glass
metallurgy:kalendrite_ingot, Kalendrite Ingot
metallurgy:kalendrite_dust, Kalendrite Dust
metallurgy:kalendrite_nugget, Kalendrite Nugget
metallurgy:kalendrite_axe, Kalendrite Axe
metallurgy:kalendrite_hoe, Kalendrite Hoe
metallurgy:kalendrite_pickaxe, Kalendrite Pickaxe
metallurgy:kalendrite_shovel, Kalendrite Shovel
metallurgy:kalendrite_sword, Kalendrite Sword
metallurgy:kalendrite_helmet, Kalendrite Helmet
metallurgy:kalendrite_chestplate, Kalendrite Chestplate
metallurgy:kalendrite_leggings, Kalendrite Leggings
metallurgy:kalendrite_boots, Kalendrite Boots
metallurgy:manganese_ore, Manganese Ore
metallurgy:manganese_block, Manganese Block
metallurgy:manganese_engraved_block, Manganese Engraved Block
metallurgy:manganese_large_bricks, Manganese Large Bricks
metallurgy:manganese_bricks, Manganese Bricks
metallurgy:manganese_crystals, Manganese Crystals
metallurgy:manganese_hazard_block, Manganese Hazard Block
metallurgy:manganese_reinforced_glass, Manganese Reinforced Glass
metallurgy:manganese_ingot, Manganese Ingot
metallurgy:manganese_dust, Manganese Dust
metallurgy:manganese_nugget, Manganese Nugget
metallurgy:damascus_steel_block, Damascus Steel Block
metallurgy:damascus_steel_engraved_block, Damascus Steel Engraved Block
metallurgy:damascus_steel_large_bricks, Damascus Steel Large Bricks
metallurgy:damascus_steel_bricks, Damascus Steel Bricks
metallurgy:damascus_steel_crystals, Damascus Steel Crystals
metallurgy:damascus_steel_hazard_block, Damascus Steel Hazard Block
metallurgy:damascus_steel_reinforced_glass, Damascus Steel Reinforced Glass
metallurgy:damascus_steel_ingot, Damascus Steel Ingot
metallurgy:damascus_steel_dust, Damascus Steel Dust
metallurgy:damascus_steel_nugget, Damascus Steel Nugget
metallurgy:damascus_steel_axe, Damascus Steel Axe
metallurgy:damascus_steel_hoe, Damascus Steel Hoe
metallurgy:damascus_steel_pickaxe, Damascus Steel Pickaxe
metallurgy:damascus_steel_shovel, Damascus Steel Shovel
metallurgy:damascus_steel_sword, Damascus Steel Sword
metallurgy:damascus_steel_helmet, Damascus Steel Helmet
metallurgy:damascus_steel_chestplate, Damascus Steel Chestplate
metallurgy:damascus_steel_leggings, Damascus Steel Leggings
metallurgy:damascus_steel_boots, Damascus Steel Boots
metallurgy:prometheum_ore, Prometheum Ore
metallurgy:prometheum_block, Prometheum Block
metallurgy:prometheum_engraved_block, Prometheum Engraved Block
metallurgy:prometheum_large_bricks, Prometheum Large Bricks
metallurgy:prometheum_bricks, Prometheum Bricks
metallurgy:prometheum_crystals, Prometheum Crystals
metallurgy:prometheum_hazard_block, Prometheum Hazard Block
metallurgy:prometheum_reinforced_glass, Prometheum Reinforced Glass
metallurgy:prometheum_ingot, Prometheum Ingot
metallurgy:prometheum_dust, Prometheum Dust
metallurgy:prometheum_nugget, Prometheum Nugget
metallurgy:prometheum_axe, Prometheum Axe
metallurgy:prometheum_hoe, Prometheum Hoe
metallurgy:prometheum_pickaxe, Prometheum Pickaxe
metallurgy:prometheum_shovel, Prometheum Shovel
metallurgy:prometheum_sword, Prometheum Sword
metallurgy:prometheum_helmet, Prometheum Helmet
metallurgy:prometheum_chestplate, Prometheum Chestplate
metallurgy:prometheum_leggings, Prometheum Leggings
metallurgy:prometheum_boots, Prometheum Boots
metallurgy:copper_ore, Copper Ore
metallurgy:copper_block, Copper Block
metallurgy:copper_engraved_block, Copper Engraved Block
metallurgy:copper_large_bricks, Copper Large Bricks
metallurgy:copper_bricks, Copper Bricks
metallurgy:copper_crystals, Copper Crystals
metallurgy:copper_hazard_block, Copper Hazard Block
metallurgy:copper_reinforced_glass, Copper Reinforced Glass
metallurgy:copper_ingot, Copper Ingot
metallurgy:copper_dust, Copper Dust
metallurgy:copper_nugget, Copper Nugget
metallurgy:copper_axe, Copper Axe
metallurgy:copper_hoe, Copper Hoe
metallurgy:copper_pickaxe, Copper Pickaxe
metallurgy:copper_shovel, Copper Shovel
metallurgy:copper_sword, Copper Sword
metallurgy:copper_helmet, Copper Helmet
metallurgy:copper_chestplate, Copper Chestplate
metallurgy:copper_leggings, Copper Leggings
metallurgy:copper_boots, Copper Boots
metallurgy:adamantine_ore, Adamantine Ore
metallurgy:adamantine_block, Adamantine Block
metallurgy:adamantine_engraved_block, Adamantine Engraved Block
metallurgy:adamantine_large_bricks, Adamantine Large Bricks
metallurgy:adamantine_bricks, Adamantine Bricks
metallurgy:adamantine_crystals, Adamantine Crystals
metallurgy:adamantine_hazard_block, Adamantine Hazard Block
metallurgy:adamantine_reinforced_glass, Adamantine Reinforced Glass
metallurgy:adamantine_ingot, Adamantine Ingot
metallurgy:adamantine_dust, Adamantine Dust
metallurgy:adamantine_nugget, Adamantine Nugget
metallurgy:adamantine_axe, Adamantine Axe
metallurgy:adamantine_hoe, Adamantine Hoe
metallurgy:adamantine_pickaxe, Adamantine Pickaxe
metallurgy:adamantine_shovel, Adamantine Shovel
metallurgy:adamantine_sword, Adamantine Sword
metallurgy:adamantine_helmet, Adamantine Helmet
metallurgy:adamantine_chestplate, Adamantine Chestplate
metallurgy:adamantine_leggings, Adamantine Leggings
metallurgy:adamantine_boots, Adamantine Boots
metallurgy:electrum_block, Electrum Block
metallurgy:electrum_engraved_block, Electrum Engraved Block
metallurgy:electrum_large_bricks, Electrum Large Bricks
metallurgy:electrum_bricks, Electrum Bricks
metallurgy:electrum_crystals, Electrum Crystals
metallurgy:electrum_hazard_block, Electrum Hazard Block
metallurgy:electrum_reinforced_glass, Electrum Reinforced Glass
metallurgy:electrum_ingot, Electrum Ingot
metallurgy:electrum_dust, Electrum Dust
metallurgy:electrum_nugget, Electrum Nugget
metallurgy:electrum_axe, Electrum Axe
metallurgy:electrum_hoe, Electrum Hoe
metallurgy:electrum_pickaxe, Electrum Pickaxe
metallurgy:electrum_shovel, Electrum Shovel
metallurgy:electrum_sword, Electrum Sword
metallurgy:electrum_helmet, Electrum Helmet
metallurgy:electrum_chestplate, Electrum Chestplate
metallurgy:electrum_leggings, Electrum Leggings
metallurgy:electrum_boots, Electrum Boots
metallurgy:tartarite_block, Tartarite Block
metallurgy:tartarite_engraved_block, Tartarite Engraved Block
metallurgy:tartarite_large_bricks, Tartarite Large Bricks
metallurgy:tartarite_bricks, Tartarite Bricks
metallurgy:tartarite_crystals, Tartarite Crystals
metallurgy:tartarite_hazard_block, Tartarite Hazard Block
metallurgy:tartarite_reinforced_glass, Tartarite Reinforced Glass
metallurgy:tartarite_ingot, Tartarite Ingot
metallurgy:tartarite_dust, Tartarite Dust
metallurgy:tartarite_nugget, Tartarite Nugget
metallurgy:tartarite_axe, Tartarite Axe
metallurgy:tartarite_hoe, Tartarite Hoe
metallurgy:tartarite_pickaxe, Tartarite Pickaxe
metallurgy:tartarite_shovel, Tartarite Shovel
metallurgy:tartarite_sword, Tartarite Sword
metallurgy:tartarite_helmet, Tartarite Helmet
metallurgy:tartarite_chestplate, Tartarite Chestplate
metallurgy:tartarite_leggings, Tartarite Leggings
metallurgy:tartarite_boots, Tartarite Boots
metallurgy:atlarus_ore, Atlarus Ore
metallurgy:atlarus_block, Atlarus Block
metallurgy:atlarus_engraved_block, Atlarus Engraved Block
metallurgy:atlarus_large_bricks, Atlarus Large Bricks
metallurgy:atlarus_bricks, Atlarus Bricks
metallurgy:atlarus_crystals, Atlarus Crystals
metallurgy:atlarus_hazard_block, Atlarus Hazard Block
metallurgy:atlarus_reinforced_glass, Atlarus Reinforced Glass
metallurgy:atlarus_ingot, Atlarus Ingot
metallurgy:atlarus_dust, Atlarus Dust
metallurgy:atlarus_nugget, Atlarus Nugget
metallurgy:atlarus_axe, Atlarus Axe
metallurgy:atlarus_hoe, Atlarus Hoe
metallurgy:atlarus_pickaxe, Atlarus Pickaxe
metallurgy:atlarus_shovel, Atlarus Shovel
metallurgy:atlarus_sword, Atlarus Sword
metallurgy:atlarus_helmet, Atlarus Helmet
metallurgy:atlarus_chestplate, Atlarus Chestplate
metallurgy:atlarus_leggings, Atlarus Leggings
metallurgy:atlarus_boots, Atlarus Boots
metallurgy:black_steel_block, Black Steel Block
metallurgy:black_steel_engraved_block, Black Steel Engraved Block
metallurgy:black_steel_large_bricks, Black Steel Large Bricks
metallurgy:black_steel_bricks, Black Steel Bricks
metallurgy:black_steel_crystals, Black Steel Crystals
metallurgy:black_steel_hazard_block, Black Steel Hazard Block
metallurgy:black_steel_reinforced_glass, Black Steel Reinforced Glass
metallurgy:black_steel_ingot, Black Steel Ingot
metallurgy:black_steel_dust, Black Steel Dust
metallurgy:black_steel_nugget, Black Steel Nugget
metallurgy:black_steel_axe, Black Steel Axe
metallurgy:black_steel_hoe, Black Steel Hoe
metallurgy:black_steel_pickaxe, Black Steel Pickaxe
metallurgy:black_steel_shovel, Black Steel Shovel
metallurgy:black_steel_sword, Black Steel Sword
metallurgy:black_steel_helmet, Black Steel Helmet
metallurgy:black_steel_chestplate, Black Steel Chestplate
metallurgy:black_steel_leggings, Black Steel Leggings
metallurgy:black_steel_boots, Black Steel Boots
metallurgy:vyroxeres_ore, Vyroxeres Ore
metallurgy:vyroxeres_block, Vyroxeres Block
metallurgy:vyroxeres_engraved_block, Vyroxeres Engraved Block
metallurgy:vyroxeres_large_bricks, Vyroxeres Large Bricks
metallurgy:vyroxeres_bricks, Vyroxeres Bricks
metallurgy:vyroxeres_crystals, Vyroxeres Crystals
metallurgy:vyroxeres_hazard_block, Vyroxeres Hazard Block
metallurgy:vyroxeres_reinforced_glass, Vyroxeres Reinforced Glass
metallurgy:vyroxeres_ingot, Vyroxeres Ingot
metallurgy:vyroxeres_dust, Vyroxeres Dust
metallurgy:vyroxeres_nugget, Vyroxeres Nugget
metallurgy:vyroxeres_axe, Vyroxeres Axe
metallurgy:vyroxeres_hoe, Vyroxeres Hoe
metallurgy:vyroxeres_pickaxe, Vyroxeres Pickaxe
metallurgy:vyroxeres_shovel, Vyroxeres Shovel
metallurgy:vyroxeres_sword, Vyroxeres Sword
metallurgy:vyroxeres_helmet, Vyroxeres Helmet
metallurgy:vyroxeres_chestplate, Vyroxeres Chest
metallurgy:vyroxeres_leggings, Vyroxeres Leggings
metallurgy:vyroxeres_boots, Vyroxeres Boots
metallurgy:lutetium_ore, Lutetium Ore
metallurgy:lutetium_block, Lutetium Block
